text,toxic,severe_toxic,obscene,threat,insult,identity_hate
END ,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
NEXT GAME,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
FUCK THIS PANGO,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
SAVE ROLL FOR NEXT GAME,0.026515068,0.0006791503,0.0049089217,0.0012164975,0.011901944,0.0019585243
LOOK AT HIM,0.10835677,0.0024264767,0.022588475,0.00453944,0.047065385,0.0067116055
comback is real,0.06625015,0.0016025878,0.013255732,0.0029825652,0.029513,0.004399689
IF I KNOW HIM IN REAL LIFE,0.47889066,0.009096945,0.140508,0.01582615,0.21044031,0.02969289
I WOULD HAVE KILL HIM,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
report gryo,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
like i sid we win ,0.17518969,0.003482519,0.037194323,0.0066282405,0.07269768,0.010458392
FUCKING NOOB PANGO,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
a y taida mamka jirnaya,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
ye e yfc tcnm 1 cfg,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
report wk,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
k by,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Fuck you for playing huskar,0.990681,0.21641748,0.9465045,0.036394477,0.82372105,0.12844159
g,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
NOOB team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
dude he rage quit,0.633355,0.016988454,0.23030639,0.023006244,0.28536716,0.040978268
not coming back,0.11782629,0.0026489887,0.024457742,0.004960986,0.05090715,0.0072979913
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
leave la idiot,0.9230577,0.05611931,0.6565571,0.031040268,0.56726843,0.07926475
fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
u,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
u can def haha,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
SAD,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
apparently,0.040026374,0.0010393214,0.007689212,0.0019027765,0.0183647,0.002866842
aggro doesn't switch,0.08448811,0.0018474963,0.016641691,0.0034605956,0.036270034,0.0053258915
the white snow,0.31299847,0.006356983,0.07865834,0.011729889,0.1336395,0.018495973
didn't see shit,0.9307515,0.057258904,0.68260646,0.029701738,0.5882913,0.07870778
my team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
right,0.11940026,0.0027021063,0.024786152,0.005148071,0.05204955,0.0074740835
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
right after,0.11940026,0.0027021063,0.024786152,0.005148071,0.05204955,0.0074740835
great,0.05128434,0.0012651308,0.009990029,0.0023299118,0.023043463,0.0035124894
exactly,0.030328749,0.0007622496,0.005685117,0.0013638935,0.013661332,0.0021799288
fucking axe retard cunt,0.99658644,0.4097855,0.98102665,0.05661458,0.90920293,0.1866836
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
happy new year,0.020772628,0.00057943055,0.00376876,0.0010505575,0.00962989,0.0016886836
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
lag the fuck up,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
Ez team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
y u do dis,0.6207068,0.015313586,0.2151114,0.021805575,0.28009707,0.03930178
worth?,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
u jus,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
passed,0.021801846,0.00061232847,0.004096712,0.0010930961,0.010308125,0.0017004658
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
fair play,0.040514197,0.00085856963,0.0071225115,0.0016336987,0.017081074,0.0026225196
why dont u let me run,0.42990366,0.007715383,0.11820451,0.013919118,0.18152364,0.025377922
called storm spirit m9,0.046009295,0.0011115924,0.008689144,0.0020513788,0.020384977,0.0031706581
ok m9,0.035304245,0.00084245566,0.0064947335,0.001537202,0.015485215,0.002450909
im csgo player,0.101416215,0.0018173946,0.019685475,0.0032328411,0.039378535,0.005725418
lets 1v1 in csgo,0.021644834,0.00059258344,0.003970944,0.0010588903,0.010018313,0.0016924983
1v1 me on rust,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
u got fukked,0.6258667,0.015945094,0.22668812,0.021389076,0.28044966,0.039818387
u just like bara,0.7219703,0.0230489,0.3035067,0.026291527,0.33845285,0.049435798
come ,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
Support my ass senpai,0.95699775,0.0742511,0.775498,0.029491886,0.6464512,0.086511426
Ima out to fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
kek ur so gey,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
2 carries to take down a fukkin support,0.024685139,0.0006658981,0.0046329517,0.0011919093,0.011496297,0.0018782064
Nice,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
who u tellin to chill nibba,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
miss me with that gay shit,0.9806578,0.16908655,0.88520277,0.048887998,0.7542687,0.13491832
so rude,0.5020463,0.010984181,0.15348117,0.018461673,0.22297722,0.031612664
I love being rude,0.37849414,0.0067752777,0.09545732,0.012558413,0.15861514,0.021387415
You got hulk and we got storm spirit,0.16950457,0.0037015155,0.037403286,0.007031268,0.07322511,0.010522471
ur a fucking cunt,0.9964498,0.41660362,0.98037064,0.060785174,0.9081081,0.1952425
called out,0.04679262,0.0011259457,0.0089476025,0.0020570897,0.020845572,0.0031742381
Oh,0.2544728,0.005189203,0.06013909,0.009611558,0.107381836,0.014922343
lucky u,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
ding dong ur opinion is wrong,0.28772777,0.0049138414,0.06840973,0.008710021,0.11275244,0.01563768
u fucking noob,0.9940175,0.29642624,0.9634842,0.046885435,0.86088604,0.15948667
and I am a support,0.024685139,0.0006658981,0.0046329517,0.0011919093,0.011496297,0.0018782064
so am i lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
yah ur pussy eater my boi,0.9875271,0.20348954,0.92446965,0.04513998,0.80001754,0.1391557
Skeleton pussy,0.98648214,0.18640503,0.91982764,0.04056754,0.79134786,0.12780021
Ayy u got fukked,0.6258667,0.015945094,0.22668812,0.021389076,0.28044966,0.039818387
little fairplay rusians shit,0.9760494,0.13985997,0.8610232,0.042671613,0.7280054,0.12099926
well if you remuse it will be uncount map,0.0144523,0.0004170507,0.002693745,0.00072708004,0.0069034486,0.001192099
fuck mothers,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
ya zapomnil tebya,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
??? lol now pause,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
stop pause  idiot,0.9619584,0.10544689,0.79470026,0.04078261,0.66948414,0.1089209
dont pause now,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
this trash russian,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
y are retard?,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
haha russian,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
stupide kids,0.1319235,0.002891718,0.027967164,0.0054388726,0.05664576,0.008075753
Worst country of the world,0.41727442,0.008104283,0.11685561,0.014703917,0.18080708,0.025391748
Stupid russans kid,0.94882464,0.073903024,0.7450196,0.030235212,0.61893106,0.086151235
go EAST,0.024921063,0.0006302209,0.004596812,0.00111034,0.0111936275,0.0018197431
hey dog russians,0.52958035,0.012409951,0.16925134,0.020260213,0.23602983,0.03396422
cant win without cheating ?,0.07698975,0.0018352668,0.015233064,0.003472304,0.034164436,0.005122407
this is west server,0.038670987,0.001015096,0.007464892,0.001861598,0.017830424,0.0027865572
y have rusan and east,0.030810378,0.00073023536,0.0057014916,0.0012832425,0.013248791,0.00210976
russian has their own server,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
russia is europe,0.011421994,0.00034747,0.0020882396,0.00060471456,0.0055712457,0.0010148683
dont lie,0.2911805,0.005932365,0.07085201,0.0112572545,0.124637485,0.017558185
bullshit,0.97544837,0.1308198,0.8615883,0.037950993,0.72314686,0.11295921
kid,0.09245322,0.0021211011,0.018841213,0.0039780657,0.040408015,0.005856273
trash russian,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
hey DOG WK ,0.5295803,0.012409951,0.16925134,0.020260213,0.23602992,0.03396422
Bark sth plz,0.056590036,0.0013972031,0.011119527,0.002604576,0.025549758,0.0038559383
hey dog ,0.5295803,0.012409951,0.16925134,0.020260213,0.23602992,0.03396422
plz bark,0.056590036,0.0013972031,0.011119527,0.002604576,0.025549758,0.0038559383
hey rat,0.3498341,0.00721972,0.08952165,0.0135206,0.15036307,0.020997558
is that dog knows only barking ?,0.16610242,0.002737326,0.03516164,0.0047883545,0.06313481,0.008602333
Did you mother fuck a dog to born you,0.9901934,0.21483792,0.94468606,0.039476752,0.8197254,0.1377603
russian tradition ?,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
fuck dog to born ?,0.99008137,0.2020194,0.94465613,0.03475256,0.8155596,0.12584063
why all russian are so dirty player,0.530961,0.008762887,0.1660032,0.01324208,0.22270268,0.02889767
your country shame on you,0.5029683,0.010595778,0.15233307,0.018087052,0.22493106,0.031260975
poor kids,0.104699954,0.0023767133,0.021414386,0.0044465787,0.045157876,0.006573908
common dog must bark,0.14910354,0.002755259,0.030346006,0.0049732076,0.05887852,0.008457383
BARK MY DOG,0.30821478,0.0056040995,0.074023,0.010445579,0.12816414,0.01741783
a dog cant bark ,0.24749266,0.004448589,0.057011932,0.008023656,0.09877371,0.013772982
that Russian dog,0.3210184,0.005993847,0.07841059,0.011105589,0.13477276,0.018270263
sad this dog ,0.45591867,0.009700865,0.13381913,0.017899029,0.20527072,0.029418712
Cant even bark to make fun,0.04779083,0.0012035634,0.009027315,0.0022548663,0.02141384,0.0033757219
hahah NOOB DOG,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
sad ,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
a dog cant bark and no brain,0.6927735,0.018845407,0.26910028,0.023816785,0.32080746,0.044860773
So all russian are same like you,0.22246526,0.0042662225,0.048676394,0.008134971,0.09237177,0.01279335
Hey BARKKKKKKK,0.3498341,0.00721972,0.08952165,0.0135206,0.15036307,0.020997558
ohhh Dog die,0.8625283,0.04432533,0.4987086,0.034497056,0.4679784,0.071519636
haha dog barkkk plz,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
Dont kill the dog,0.94084966,0.08512429,0.71453416,0.042393956,0.6099016,0.100367
go fuck yourself xD bye bye dog,0.99159133,0.25971437,0.95279866,0.047583926,0.83912855,0.15587498
wait long  time no barking ,0.02813152,0.0007924693,0.0052093407,0.0014545068,0.013131692,0.0022257566
MY TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
Ha,0.18999112,0.0039963606,0.041937787,0.00748261,0.08023586,0.011318251
ha,0.18999112,0.0039963606,0.041937787,0.00748261,0.08023586,0.011318251
cant play,0.103346154,0.0023856882,0.020773282,0.0046043396,0.045265127,0.006643145
fuck the game,0.98348135,0.11418684,0.90734726,0.022069067,0.7508237,0.08809182
fuck this shit nap team,0.9940094,0.28442156,0.9672211,0.041649777,0.86238104,0.14966516
okay boiz,0.041699417,0.0010601064,0.008003033,0.0019448495,0.018984638,0.0029421565
aw you got a silver edge for me,0.15660162,0.0033931725,0.03397745,0.006359297,0.06723886,0.009528487
gg team rata,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
gg team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
reported Viper please,0.10503014,0.0023333826,0.02162152,0.0043546143,0.045354873,0.006511499
FUCKING MY TEAM,0.98851365,0.16365167,0.9342994,0.027941724,0.7965072,0.10676233
worth itÉ,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
ur base boys,0.34045708,0.0061524585,0.084961876,0.011220723,0.1397894,0.01948465
ur base,0.34045708,0.0061524585,0.084961876,0.011220723,0.1397894,0.01948465
space created ,0.016073475,0.00045452605,0.0028906597,0.00079782173,0.0075089675,0.0013021345
ez game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
e z ,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
fUNNY,0.13279355,0.0029236525,0.027728336,0.005488874,0.05674037,0.008028572
so nice game,0.018820591,0.00052802876,0.003427784,0.00094366464,0.008828951,0.0015017426
im afk guys,0.42314434,0.008764614,0.118873335,0.01658837,0.18778239,0.02699393
kepp presure and win it fast,0.07345911,0.0017830321,0.014540272,0.0033891534,0.03304672,0.004907361
report lc,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
the fan on low priority,0.07369316,0.0017751465,0.014768864,0.0033151375,0.032698713,0.004889079
no problems ,0.024969986,0.00059535855,0.004520698,0.001036688,0.010947211,0.001747285
ky 4eto ya xyu pososal last karte,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
iyot is real,0.06625015,0.0016025878,0.013255732,0.0029825652,0.029513,0.004399689
its took 3 year,0.027677545,0.00073909806,0.0051475507,0.001353965,0.012740665,0.0021207903
REPORT PUDGE,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
gg wp ez mid ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
"Dota 2, where a 45 minute game takes 90 minutes",0.043481916,0.0009900555,0.007874207,0.0018306812,0.018584168,0.0029691334
so true,0.058357503,0.0014359122,0.011435969,0.0027034224,0.026339682,0.003981319
"25 min of queue, 20 minutes of disconnects, and 45 minutes of game",0.015748614,0.00046091774,0.0028444242,0.00082291506,0.0075634597,0.0013210853
if he abondoned this game wont count,0.015217485,0.00046237695,0.0028142263,0.00083030097,0.0074406676,0.0013269287
"lets not forget 30 min of being called noob in russian, korean, and spanish",0.0110520255,0.00035253842,0.002073865,0.00061665766,0.0055135316,0.0010339756
Making a joke mate,0.053500134,0.0013164118,0.0103857415,0.002388494,0.023907986,0.0035824622
s,0.110279605,0.0025330347,0.022552121,0.0048483056,0.048335902,0.0069928668
fuck this game,0.98348135,0.11418686,0.9073474,0.022069067,0.75082374,0.0880918
oh now you want to pause? ;),0.23251083,0.0046915943,0.05379637,0.008759781,0.09762091,0.0136930905
lets continue,0.020594522,0.00054108736,0.0037142478,0.0009493116,0.009308289,0.0015653179
she didn't wait for enigma,0.033586085,0.0008383072,0.0062292633,0.0015161551,0.014874517,0.0024296772
GG THIS TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
EZ TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
GUESS im a better naga,0.12036312,0.002371031,0.024243083,0.0043334975,0.048931446,0.0071857553
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
team reported and afk ,0.06059002,0.0014092181,0.011654516,0.0026045612,0.026356388,0.00399087
plz end fast,0.029429346,0.00076067646,0.005545208,0.0013747999,0.013465729,0.0021559699
TRASH TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
IM DONE,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
TRASH TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
"DOTA where everyone is a cunt, regtardless of team",0.9560671,0.07157121,0.7744681,0.025545899,0.6335443,0.08059092
DONT FORGET TO REPORT NAGA,0.03544383,0.00081496517,0.0065536103,0.001434111,0.015111803,0.0024250515
S,0.110279605,0.0025330347,0.022552121,0.0048483056,0.048335902,0.0069928668
o,0.07912466,0.001863745,0.01587868,0.0035104705,0.03501882,0.005166706
l,0.13996476,0.0031185732,0.029596973,0.00591938,0.06037857,0.008572985
d,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
o,0.07912466,0.001863745,0.01587868,0.0035104705,0.03501882,0.005166706
"lolo, droga de 3 categoria",0.03625418,0.000938602,0.0069599417,0.0017083163,0.016621735,0.0026025563
n curto,0.43861467,0.00914351,0.12392229,0.016946381,0.19444081,0.027667388
D,0.093278885,0.0021693902,0.018928837,0.0041391933,0.041258473,0.005984206
p,0.10058644,0.0023923374,0.020494297,0.004595984,0.04455194,0.006494989
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
come,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
small id also pro like that,0.10014192,0.0016480569,0.01821797,0.0030571567,0.03748948,0.005370662
i will show u the real sven,0.48372713,0.009124064,0.14414123,0.015564581,0.20793645,0.029065892
dun use small id to lie other ppl,0.043131005,0.0008614853,0.007576496,0.0015486116,0.01729302,0.0026939514
u still injoler,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
take so long time to end,0.017319895,0.0005033085,0.0031418847,0.00090047804,0.008199973,0.0014397056
Lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
i fuck your mum,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
end pls,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
